Sensor 1,Sensor 3,Sensor 4,Sensor 7,Sensor 9,Sensor 3 Missing,Mode 1,Mode 2,Mode 3,Mode ?,Label
-0.3312828290532179,0.6815062494839914,0.5689543397077357,0.2244216905333691,-0.4492928239174978,0,0,0,1,0,P
-1.0082626479005703,1.405003753031609,1.036206349655691,1.3566942350497482,0.9440876502720396,0,0,1,0,0,P
-2.5263584359924893,1.3096516415715769,0.6738325118074604,1.0439075640761746,0.027222463516782966,0,1,0,0,0,N
-0.9204943562963429,-0.3091155788655437,-0.5033196067463342,0.3377499132358491,0.3593814749555448,0,0,0,1,0,N
-0.1424288561760074,-1.3541702424091053,-1.2815227348502218,-0.5129428656282816,0.9315849846014228,0,0,0,0,1,N
1.0820008806946917,-0.6214764353162554,-0.24239656443119376,-1.7195825741406783,-1.5241211114669924,0,1,0,0,0,N
2.6634790003080804,2.8247974594287476e-16,1.4933620701271069,1.1379490994259862,0.33755496762410253,1,1,0,0,0,P
1.3165677700077747,-1.8284963643307575,-1.3068845915572558,-2.263823694225443,-0.17737807104174427,0,0,0,1,0,L
0.5987141302924383,1.140307757164942,1.3137665835689731,-1.2913555363705835,0.826247900022791,0,1,0,0,0,P
0.620670383538275,2.3061254780425253,2.2525522274631085,0.9198751920239522,-0.0422803288081398,0,0,0,0,1,P
0.6173593788556273,1.3052570379075317,1.431041309178902,-0.7513372843859847,0.561207183204522,0,0,1,0,0,L
0.2139789418373196,1.5663481967714084,1.5830594540710465,-0.519837392461475,1.031691362113776,0,0,0,1,0,P
0.1991642206381687,-0.8386195220585918,-0.7661779700583141,0.03331146575902824,0.5941572963877133,0,1,0,0,0,P
-0.29424630825125647,0.8559734397833558,0.7500761303360484,0.13945972395715742,0.44724945596961946,0,0,0,1,0,P
0.16205969062044687,-1.1131611399368326,-1.057827531721854,0.29866578024331447,0.49636858989253213,0,0,0,0,1,N
-1.084417448776963,2.8247974594287476e-16,-0.5181214155946449,0.11249982823057389,-0.42324864134707313,1,0,0,1,0,N
-0.47219848850083107,0.5352182593351807,0.5678078571212718,-1.8084810244206202,0.07242767987006742,0,0,0,1,0,L
0.22600726056170167,1.1060282202005192,1.0365081294746061,0.8055770492747012,-0.49088028642877435,0,1,0,0,0,P
0.5457451102679759,0.7314997004300873,0.7593187338318245,0.5775511657558764,-0.8628239586111955,0,0,0,1,0,P
0.9674519144643714,-0.4650334300308431,-0.19905452575049493,-0.6937470390320571,0.42076330599028444,0,1,0,0,0,N
-0.0850093243600139,-0.5321391704644931,-0.4512270762187518,-0.9107331590902754,0.37565681087954017,0,0,1,0,0,P
-0.6373488510202164,0.00719411089144297,-0.10407613533824915,-0.16633585420492072,-0.06497406428558827,0,0,0,1,0,P
0.43879172931321564,0.9560519383244037,1.1016052647568297,-1.2350812391523425,0.750048769876956,0,0,1,0,0,L
-0.033594357245066486,-1.8256772230270508,-1.8072953258313569,0.6589856339482256,0.7424821663333442,0,1,0,0,0,N
-0.8907952115067844,1.5561626494185208,1.317922723307612,-0.037860973788158246,-0.8815885886355483,0,0,1,0,0,P
-0.3097605931262177,0.37130300298413127,0.31900120435421647,-0.2966435947588698,-0.03153945761977714,0,0,0,1,0,P
0.2622826989781606,0.17144318614054876,0.2041800188534199,0.13606476711214105,0.7893853880583183,0,0,0,1,0,P
0.887893830840793,-2.1496789958069313,-1.8497890123141378,-0.40885562835920997,1.140412307129013,0,0,0,1,0,N
-0.5534364844124693,0.25940650125945763,0.129316165729453,0.13092736239393693,-1.4269824463842289,0,1,0,0,0,L
0.09866917541741299,0.9885443228955743,0.9299158480034442,0.4303689938562582,2.0130974596650555,0,0,0,1,0,P
-0.7810822366892772,-1.7601856190943679,-1.8002202032489243,-0.4471492457450551,0.370093489165319,0,0,1,0,0,P
-1.973903209006719,1.5588779811868567,1.1534204385764244,-0.583011423501935,-0.11897914032006238,0,1,0,0,0,L
